municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Colmenar Viejo;2020/05/16 09:00:00;63;124,13;423;833,46;0455  
San Fernando de Henares;2020/05/16 09:00:00;11;27,9;416;1054,98;1300  
Villalbilla;2020/05/16 09:00:00;;21,62;93;670,13;1723  
El Escorial;2020/05/16 09:00:00;35;216,56;139;860,04;0549  
Colmenar del Arroyo;2020/05/16 09:00:00;;0;49;2840,58;0421  
Torrejón de Ardoz;2020/05/16 09:00:00;39;29,69;986;750,52;1489  
Piñuécar-Gandullas;2020/05/16 09:00:00;;0;;0;1147  
Brea de Tajo;2020/05/16 09:00:00;;0;6;1145,04;0259  
El Molar;2020/05/16 09:00:00;;0;35;391,59;0869  
Belmonte de Tajo;2020/05/16 09:00:00;;0;;300,48;0199  
Torres de la Alameda;2020/05/16 09:00:00;;0;75;964,13;1548  
Somosierra;2020/05/16 09:00:00;;0;;1162,79;1436  
Alpedrete;2020/05/16 09:00:00;;6,86;140;960,55;0105  
Orusco de Tajuña;2020/05/16 09:00:00;;0;17;1366,56;1028  
La Hiruela;2020/05/16 09:00:00;;0;;1754,39;0698  
Cervera de Buitrago;2020/05/16 09:00:00;;0;;2000;0395  
Getafe;2020/05/16 09:00:00;39;21,27;1301;709,48;0650  
Ribatejada;2020/05/16 09:00:00;;0;;255,43;1224  
Villaconejos;2020/05/16 09:00:00;;29,52;9;265,64;1701  
Valdetorres de Jarama;2020/05/16 09:00:00;;0;17;378,03;1646  
Madrid-Retiro;2020/05/15 09:00:00;67;56,15;1449;1214,41;079603
Madrid-Salamanca;2020/05/15 09:00:00;49;33,54;1618;1107,43;079604
Madrid-Centro;2020/05/15 09:00:00;37;27,44;1147;850,59;079601
Madrid-Arganzuela;2020/05/15 09:00:00;43;27,96;1560;1014,28;079602
Madrid-Chamartín;2020/05/15 09:00:00;48;32,91;1608;1102,51;079605
Madrid-Tetuán;2020/05/15 09:00:00;38;24,05;2099;1328,29;079606
Madrid-Chamberí;2020/05/15 09:00:00;52;37,31;1527;1095,57;079607
Madrid-Fuencarral-El Pardo;2020/05/15 09:00:00;77;31,31;2943;1196,64;079608
Madrid-Moncloa-Aravaca;2020/05/15 09:00:00;61;51,08;1406;1177,37;079609
Madrid-Latina;2020/05/15 09:00:00;85;35,68;2728;1145,17;079610
Madrid-Carabanchel;2020/05/15 09:00:00;96;37,93;2662;1051,76;079611
Madrid-Usera;2020/05/15 09:00:00;37;26,48;1376;984,68;079612
Madrid-Puente de Vallecas;2020/05/15 09:00:00;96;40,88;3014;1283,33;079613
Madrid-San Blas - Canillejas;2020/05/15 09:00:00;48;30,35;1444;913,1;079620
Madrid-Barajas;2020/05/15 09:00:00;;10,22;420;858,11;079621
Madrid-Moratalaz;2020/05/15 09:00:00;41;43,35;1313;1388,39;079614
Madrid-Ciudad Lineal;2020/05/15 09:00:00;54;24,97;2174;1005,16;079615
Madrid-Hortaleza;2020/05/15 09:00:00;33;17,54;1717;912,39;079616
Madrid-Villaverde;2020/05/15 09:00:00;42;28,2;1402;941,28;079617
Madrid-Villa de Vallecas;2020/05/15 09:00:00;30;27,18;1200;1087,3;079618
Madrid-Vicálvaro;2020/05/15 09:00:00;55;76,29;809;1122,19;079619
Pozuelo de Alarcón;2020/05/15 09:00:00;43;49,76;792;916,43;1150  
Alcorcón;2020/05/15 09:00:00;50;29,32;1825;1070,29;0072  
Navalcarnero;2020/05/15 09:00:00;;13,65;172;587,07;0967  
San Agustín del Guadalix;2020/05/15 09:00:00;;14,95;62;463,41;1296  
Las Rozas de Madrid;2020/05/15 09:00:00;27;28,18;788;822,43;1277  
Moraleja de Enmedio;2020/05/15 09:00:00;;0;25;486,76;0894  
Valdaracete;2020/05/15 09:00:00;;164,2;6;985,22;1551  
Pozuelo del Rey;2020/05/15 09:00:00;;0;;174,37;1163  
Puebla de la Sierra;2020/05/15 09:00:00;;0;;0;1185  
Perales de Tajuña;2020/05/15 09:00:00;;68,14;10;340,72;1104  
Valdemorillo;2020/05/15 09:00:00;;31,95;50;399,42;1603  
Navalafuente;2020/05/15 09:00:00;;69,01;7;483,09;0941  
Velilla de San Antonio;2020/05/15 09:00:00;;16,35;72;588,43;1678  
Villanueva de la Cañada;2020/05/15 09:00:00;12;55,96;148;690,14;1760  
Villanueva del Pardillo;2020/05/15 09:00:00;;23,28;103;599,53;1776  
Nuevo Baztán;2020/05/15 09:00:00;;0;28;446,14;1006  
Villamantilla;2020/05/15 09:00:00;;0;7;485,77;1757  
Villamanta;2020/05/15 09:00:00;;0;12;469,67;1744  
Cabanillas de la Sierra;2020/05/15 09:00:00;;0;10;1322,75;0297  
Cenicientos;2020/05/15 09:00:00;;147,57;28;1377,27;0376  
Puentes Viejas;2020/05/15 09:00:00;;0;;294,55;9020  
Aranjuez;2020/05/15 09:00:00;;6,71;445;746,56;0133  
Cercedilla;2020/05/15 09:00:00;10;142,33;118;1679,48;0382  
Santorcaz;2020/05/15 09:00:00;;0;7;790,07;1369  
Coslada;2020/05/15 09:00:00;21;25,72;801;980,88;0493  
Morata de Tajuña;2020/05/15 09:00:00;;39,05;98;1275,54;0915  
Robregordo;2020/05/15 09:00:00;;0;;0;1261  
Navarredonda y San Mamés;2020/05/15 09:00:00;;0;;1550,39;0973  
Venturada;2020/05/15 09:00:00;;0;;138,7;1697  
Navacerrada;2020/05/15 09:00:00;;0;18;605,65;0936  
Montejo de la Sierra;2020/05/15 09:00:00;;0;;283,29;0881  
Fresno de Torote;2020/05/15 09:00:00;;0;14;630,35;0571  
Pinilla del Valle;2020/05/15 09:00:00;;0;;0;1126  
Valdemaqueda;2020/05/15 09:00:00;;0;;640,2;1599  
Navas del Rey;2020/05/15 09:00:00;15;514,05;78;2673,06;0992  
Olmeda de las Fuentes;2020/05/15 09:00:00;;0;;862,07;1013  
Bustarviejo;2020/05/15 09:00:00;;0;7;279,66;0284  
Becerril de la Sierra;2020/05/15 09:00:00;;0;32;560,03;0186  
Fuenlabrada;2020/05/15 09:00:00;40;20,65;1538;794,01;0587  
Garganta de los Montes;2020/05/15 09:00:00;;0;;288,18;0626  
Pinto;2020/05/15 09:00:00;16;30,46;277;527,36;1132  
Alameda del Valle;2020/05/15 09:00:00;;0;;0;0035  
Berzosa del Lozoya;2020/05/15 09:00:00;;0;;975,61;0203  
Los Santos de la Humosa;2020/05/15 09:00:00;;0;20;772,2;1375  
El Álamo;2020/05/15 09:00:00;;21,12;79;834,21;0040  
Pelayos de la Presa;2020/05/15 09:00:00;;38,52;18;693,37;1090  
Galapagar;2020/05/15 09:00:00;23;68,16;271;803,15;0611  
Griñón;2020/05/15 09:00:00;;29,07;85;823,72;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/05/15 09:00:00;;316,46;;1265,82;0632  
Aldea del Fresno;2020/05/15 09:00:00;;105,71;57;2008,46;0088  
Carabaña;2020/05/15 09:00:00;;0;14;696,52;0357  
Talamanca de Jarama;2020/05/15 09:00:00;;51,85;29;751,88;1454  
Chapinería;2020/05/15 09:00:00;;42,96;7;300,69;0513  
Ciempozuelos;2020/05/15 09:00:00;16;65,06;238;967,79;0409  
Ajalvir;2020/05/15 09:00:00;;0;14;297,11;0029  
San Lorenzo de El Escorial;2020/05/15 09:00:00;11;59,88;140;762,15;1317  
Gascones;2020/05/15 09:00:00;;0;;0;0647  
San Martín de la Vega;2020/05/15 09:00:00;;20,87;90;469,48;1322  
Móstoles;2020/05/15 09:00:00;150;71,71;2092;1000,08;0920  
Leganés;2020/05/15 09:00:00;69;36,34;2973;1565,88;0745  
Braojos;2020/05/15 09:00:00;;0;;975,61;0246  
Cubas de la Sagra;2020/05/15 09:00:00;;15,59;28;436,61;0506  
Algete;2020/05/15 09:00:00;;19,41;109;528,84;0091  
Mejorada del Campo;2020/05/15 09:00:00;;4,3;173;743,32;0843  
Loeches;2020/05/15 09:00:00;;11,38;49;557,39;0758  
Parla;2020/05/15 09:00:00;15;11,53;752;577,91;1065  
Fuentidueña de Tajo;2020/05/15 09:00:00;;48,71;18;876,77;0604  
Ambite;2020/05/15 09:00:00;;0;7;1182,43;0112  
Torremocha de Jarama;2020/05/15 09:00:00;;0;8;785,08;1533  
Anchuelo;2020/05/15 09:00:00;;0;7;550,75;0127  
Los Molinos;2020/05/15 09:00:00;;91,14;57;1298,7;0875  
Soto del Real;2020/05/15 09:00:00;;22,73;65;738,72;1441  
Valverde de Alcalá;2020/05/15 09:00:00;;0;8;1720,43;1662  
Fuente el Saz de Jarama;2020/05/15 09:00:00;;29,87;34;507,77;0590  
Horcajo de la Sierra-Aoslos;2020/05/15 09:00:00;;0;;2758,62;0702  
Valdeolmos-Alalpardo;2020/05/15 09:00:00;;0;11;265,96;1625  
Campo Real;2020/05/15 09:00:00;;0;24;386,47;0339  
Valdeavero;2020/05/15 09:00:00;;0;8;514,8;1564  
Villamanrique de Tajo;2020/05/15 09:00:00;;0;;568,99;1739  
Cobeña;2020/05/15 09:00:00;9;121,16;74;996,23;0416  
Fresnedillas de la Oliva;2020/05/15 09:00:00;;0;9;572,52;0565  
Valdilecha;2020/05/15 09:00:00;;0;18;613,71;1659  
El Berrueco;2020/05/15 09:00:00;;0;8;1052,63;0210  
Pezuela de las Torres;2020/05/15 09:00:00;;0;;237,53;1111  
Villar del Olmo;2020/05/15 09:00:00;;0;;198,91;1795  
Guadarrama;2020/05/15 09:00:00;15;93,56;215;1341,07;0685  
San Martín de Valdeiglesias;2020/05/15 09:00:00;;23,64;86;1016,67;1338  
Torrelodones;2020/05/15 09:00:00;19;80,11;343;1446,22;1527  
Boadilla del Monte;2020/05/15 09:00:00;44;80,63;349;639,55;0225  
Torrejón de Velasco;2020/05/15 09:00:00;;0;20;456,41;1505  
Villanueva de Perales;2020/05/15 09:00:00;;0;;319,9;1782  
Tielmes;2020/05/15 09:00:00;;0;33;1245,28;1467  
San Sebastián de los Reyes;2020/05/15 09:00:00;14;15,68;487;545,5;1343  
Guadalix de la Sierra;2020/05/15 09:00:00;12;193,11;50;804,63;0679  
Humanes de Madrid;2020/05/15 09:00:00;10;50,65;119;602,75;0730  
Chinchón;2020/05/15 09:00:00;;18,76;26;487,71;0528  
Cadalso de los Vidrios;2020/05/15 09:00:00;;0;8;263,24;0318  
Hoyo de Manzanares;2020/05/15 09:00:00;;59,28;38;450,56;0724  
Torrejón de la Calzada;2020/05/15 09:00:00;;0;37;417,04;1492  
Estremera;2020/05/15 09:00:00;;0;9;714,29;0552  
Corpa;2020/05/15 09:00:00;;0;6;841,51;0480  
Meco;2020/05/15 09:00:00;;6,99;128;894,79;0838  
Madarcos;2020/05/15 09:00:00;;0;;0;0783  
Zarzalejo;2020/05/15 09:00:00;7;422,2;29;1749,1;1837  
Arganda del Rey;2020/05/15 09:00:00;12;21,66;346;624,67;0148  
Collado Mediano;2020/05/15 09:00:00;;14,37;32;459,9;0468  
Daganzo de Arriba;2020/05/15 09:00:00;;19,6;41;401,76;0534  
Manzanares El Real;2020/05/15 09:00:00;;56,56;43;486,43;0822  
Buitrago del Lozoya;2020/05/15 09:00:00;;0;15;796,18;0278  
Valdelaguna;2020/05/15 09:00:00;;0;;106,72;1570  
Valdepiélagos;2020/05/15 09:00:00;;0;;0;1631  
Casarrubuelos;2020/05/15 09:00:00;;0;11;291,16;0360  
Miraflores de la Sierra;2020/05/15 09:00:00;;16,37;36;589,39;0856  
Paracuellos de Jarama;2020/05/15 09:00:00;;3,96;71;280,98;1049  
El Vellón;2020/05/15 09:00:00;;0;13;663,94;1684  
Lozoya;2020/05/15 09:00:00;;0;;172,12;0761  
Collado Villalba;2020/05/15 09:00:00;30;47,11;517;811,88;0474  
Colmenarejo;2020/05/15 09:00:00;;54,76;47;514,79;0442  
Villavieja del Lozoya;2020/05/15 09:00:00;;0;;0;1821  
Prádena del Rincón;2020/05/15 09:00:00;;0;;0;1179  
La Cabrera;2020/05/15 09:00:00;;0;11;412,45;0301  
Sevilla la Nueva;2020/05/15 09:00:00;6;64,39;131;1405,88;1415  
La Acebeda;2020/05/15 09:00:00;;0;;0;0014  
Redueña;2020/05/15 09:00:00;;0;;769,23;1219  
Robledillo de la Jara;2020/05/15 09:00:00;;0;;1250;1245  
La Serna del Monte;2020/05/15 09:00:00;;0;;0;1381  
Colmenar de Oreja;2020/05/15 09:00:00;;0;25;311,25;0437  
Rozas de Puerto Real;2020/05/15 09:00:00;;0;;566,04;1283  
Valdemanco;2020/05/15 09:00:00;;0;;109,41;1586  
Brunete;2020/05/15 09:00:00;38;353,95;113;1052,53;0262  
Titulcia;2020/05/15 09:00:00;;76,16;9;685,45;1473  
Villa del Prado;2020/05/15 09:00:00;;76,69;119;1825,15;1718  
Lozoyuela-Navas-Sieteiglesias;2020/05/15 09:00:00;;0;;230,95;9015  
Quijorna;2020/05/15 09:00:00;;0;22;639,72;1198  
Valdemoro;2020/05/15 09:00:00;18;23,69;779;1025,23;1610  
Tres Cantos;2020/05/15 09:00:00;76;159,26;418;875,91;9036  
Torrelaguna;2020/05/15 09:00:00;;84,03;22;462,18;1512  
Rivas-Vaciamadrid;2020/05/15 09:00:00;22;24,96;558;633,01;1230  
El Atazar;2020/05/15 09:00:00;;0;;0;0164  
Pedrezuela;2020/05/15 09:00:00;;16,97;25;424,3;1087  
Santa María de la Alameda;2020/05/15 09:00:00;;0;6;478,47;1356  
Horcajuelo de la Sierra;2020/05/15 09:00:00;;0;;0;0719  
Arroyomolinos;2020/05/15 09:00:00;19;60,52;179;570,14;0151  
Moralzarzal;2020/05/15 09:00:00;;23,03;76;583,45;0908  
Canencia;2020/05/15 09:00:00;;0;;447,43;0344  
Villarejo de Salvanés;2020/05/15 09:00:00;;13,63;36;490,8;1809  
Serranillos del Valle;2020/05/15 09:00:00;;0;33;792,32;1408  
Villaviciosa de Odón;2020/05/15 09:00:00;11;39,52;208;747,26;1816  
Camarma de Esteruelas;2020/05/15 09:00:00;;0;42;572,52;0323  
Robledo de Chavela;2020/05/15 09:00:00;;46,84;28;655,74;1258  
Patones;2020/05/15 09:00:00;;0;6;1109,06;1071  
Navalagamella;2020/05/15 09:00:00;;0;6;229,89;0954  
Rascafría;2020/05/15 09:00:00;;0;6;360,58;1202  
El Boalo;2020/05/15 09:00:00;;26,64;42;559,4;0231  
Majadahonda;2020/05/15 09:00:00;29;40,38;568;790,8;0800  
Batres;2020/05/15 09:00:00;;0;8;475,06;0170  
Alcobendas;2020/05/15 09:00:00;46;39,3;784;669,86;0066  
Alcalá de Henares;2020/05/15 09:00:00;37;18,91;2344;1198,06;0053  
Colmenar Viejo;2020/05/15 09:00:00;63;124,13;422;831,49;0455  
San Fernando de Henares;2020/05/15 09:00:00;9;22,82;414;1049,91;1300  
Villalbilla;2020/05/15 09:00:00;;14,41;92;662,92;1723  
El Escorial;2020/05/15 09:00:00;35;216,56;138;853,85;0549  
Colmenar del Arroyo;2020/05/15 09:00:00;;57,97;49;2840,58;0421  
Torrejón de Ardoz;2020/05/15 09:00:00;38;28,92;983;748,23;1489  
Piñuécar-Gandullas;2020/05/15 09:00:00;;0;;0;1147  
Brea de Tajo;2020/05/15 09:00:00;;0;6;1145,04;0259  
El Molar;2020/05/15 09:00:00;;0;35;391,59;0869  
Belmonte de Tajo;2020/05/15 09:00:00;;0;;300,48;0199  
Torres de la Alameda;2020/05/15 09:00:00;;0;75;964,13;1548  
Somosierra;2020/05/15 09:00:00;;0;;1162,79;1436  
Alpedrete;2020/05/15 09:00:00;;6,86;140;960,55;0105  
Orusco de Tajuña;2020/05/15 09:00:00;;0;17;1366,56;1028  
La Hiruela;2020/05/15 09:00:00;;0;;1754,39;0698  
Cervera de Buitrago;2020/05/15 09:00:00;;0;;2000;0395  
Getafe;2020/05/15 09:00:00;33;18;1293;705,12;0650  
Ribatejada;2020/05/15 09:00:00;;0;;255,43;1224  
Villaconejos;2020/05/15 09:00:00;;29,52;9;265,64;1701  
Valdetorres de Jarama;2020/05/15 09:00:00;;0;17;378,03;1646  
Madrid-Retiro;2020/05/14 09:00:00;71;59,51;1448;1213,57;079603
Madrid-Salamanca;2020/05/14 09:00:00;56;38,33;1618;1107,43;079604
Madrid-Centro;2020/05/14 09:00:00;35;25,96;1143;847,62;079601
Madrid-Arganzuela;2020/05/14 09:00:00;49;31,86;1560;1014,28;079602
Madrid-Chamartín;2020/05/14 09:00:00;40;27,43;1594;1092,91;079605
Madrid-Tetuán;2020/05/14 09:00:00;41;25,95;2094;1325,12;079606
Madrid-Chamberí;2020/05/14 09:00:00;54;38,74;1523;1092,7;079607
Madrid-Fuencarral-El Pardo;2020/05/14 09:00:00;86;34,97;2943;1196,64;079608
Madrid-Moncloa-Aravaca;2020/05/14 09:00:00;67;56,1;1400;1172,34;079609
Madrid-Latina;2020/05/14 09:00:00;94;39,46;2726;1144,33;079610
Madrid-Carabanchel;2020/05/14 09:00:00;110;43,46;2659;1050,58;079611
Madrid-Usera;2020/05/14 09:00:00;41;29,34;1372;981,82;079612
Madrid-Puente de Vallecas;2020/05/14 09:00:00;107;45,56;3016;1284,19;079613
Madrid-San Blas - Canillejas;2020/05/14 09:00:00;50;31,62;1440;910,57;079620
Madrid-Barajas;2020/05/14 09:00:00;7;14,3;420;858,11;079621
Madrid-Moratalaz;2020/05/14 09:00:00;40;42,3;1307;1382,05;079614
Madrid-Ciudad Lineal;2020/05/14 09:00:00;53;24,5;2168;1002,39;079615
Madrid-Hortaleza;2020/05/14 09:00:00;32;17;1714;910,8;079616
Madrid-Villaverde;2020/05/14 09:00:00;47;31,56;1401;940,61;079617
Madrid-Villa de Vallecas;2020/05/14 09:00:00;34;30,81;1199;1086,4;079618
Madrid-Vicálvaro;2020/05/14 09:00:00;59;81,84;809;1122,19;079619
Pozuelo de Alarcón;2020/05/14 09:00:00;43;49,76;791;915,28;1150  
Alcorcón;2020/05/14 09:00:00;59;34,6;1824;1069,71;0072  
Navalcarnero;2020/05/14 09:00:00;9;30,72;172;587,07;0967  
San Agustín del Guadalix;2020/05/14 09:00:00;;14,95;62;463,41;1296  
Las Rozas de Madrid;2020/05/14 09:00:00;33;34,44;780;814,08;1277  
Moraleja de Enmedio;2020/05/14 09:00:00;;19,47;25;486,76;0894  
Valdaracete;2020/05/14 09:00:00;;164,2;6;985,22;1551  
Pozuelo del Rey;2020/05/14 09:00:00;;0;;174,37;1163  
Puebla de la Sierra;2020/05/14 09:00:00;;0;;0;1185  
Perales de Tajuña;2020/05/14 09:00:00;;68,14;10;340,72;1104  
Valdemorillo;2020/05/14 09:00:00;;31,95;50;399,42;1603  
Navalafuente;2020/05/14 09:00:00;;69,01;7;483,09;0941  
Velilla de San Antonio;2020/05/14 09:00:00;;24,52;72;588,43;1678  
Villanueva de la Cañada;2020/05/14 09:00:00;12;55,96;147;685,47;1760  
Villanueva del Pardillo;2020/05/14 09:00:00;;23,28;103;599,53;1776  
Nuevo Baztán;2020/05/14 09:00:00;;0;28;446,14;1006  
Villamantilla;2020/05/14 09:00:00;;0;7;485,77;1757  
Villamanta;2020/05/14 09:00:00;;0;12;469,67;1744  
Cabanillas de la Sierra;2020/05/14 09:00:00;;0;10;1322,75;0297  
Cenicientos;2020/05/14 09:00:00;;98,38;27;1328,09;0376  
Puentes Viejas;2020/05/14 09:00:00;;0;;294,55;9020  
Aranjuez;2020/05/14 09:00:00;6;10,07;445;746,56;0133  
Cercedilla;2020/05/14 09:00:00;12;170,79;118;1679,48;0382  
Santorcaz;2020/05/14 09:00:00;;0;7;790,07;1369  
Coslada;2020/05/14 09:00:00;20;24,49;800;979,66;0493  
Morata de Tajuña;2020/05/14 09:00:00;;39,05;98;1275,54;0915  
Robregordo;2020/05/14 09:00:00;;0;;0;1261  
Navarredonda y San Mamés;2020/05/14 09:00:00;;0;;1550,39;0973  
Venturada;2020/05/14 09:00:00;;0;;138,7;1697  
Navacerrada;2020/05/14 09:00:00;;0;18;605,65;0936  
Montejo de la Sierra;2020/05/14 09:00:00;;0;;283,29;0881  
Fresno de Torote;2020/05/14 09:00:00;;0;14;630,35;0571  
Pinilla del Valle;2020/05/14 09:00:00;;0;;0;1126  
Valdemaqueda;2020/05/14 09:00:00;;0;;640,2;1599  
Navas del Rey;2020/05/14 09:00:00;15;514,05;78;2673,06;0992  
Olmeda de las Fuentes;2020/05/14 09:00:00;;0;;862,07;1013  
Bustarviejo;2020/05/14 09:00:00;;0;7;279,66;0284  
Becerril de la Sierra;2020/05/14 09:00:00;;17,5;32;560,03;0186  
Fuenlabrada;2020/05/14 09:00:00;42;21,68;1535;792,46;0587  
Garganta de los Montes;2020/05/14 09:00:00;;0;;288,18;0626  
Pinto;2020/05/14 09:00:00;18;34,27;276;525,45;1132  
Alameda del Valle;2020/05/14 09:00:00;;0;;0;0035  
Berzosa del Lozoya;2020/05/14 09:00:00;;0;;975,61;0203  
Los Santos de la Humosa;2020/05/14 09:00:00;;0;20;772,2;1375  
El Álamo;2020/05/14 09:00:00;;42,24;79;834,21;0040  
Pelayos de la Presa;2020/05/14 09:00:00;;38,52;18;693,37;1090  
Galapagar;2020/05/14 09:00:00;27;80,02;271;803,15;0611  
Griñón;2020/05/14 09:00:00;;29,07;85;823,72;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/05/14 09:00:00;;316,46;;1265,82;0632  
Aldea del Fresno;2020/05/14 09:00:00;;105,71;57;2008,46;0088  
Carabaña;2020/05/14 09:00:00;;0;14;696,52;0357  
Talamanca de Jarama;2020/05/14 09:00:00;;77,78;29;751,88;1454  
Chapinería;2020/05/14 09:00:00;;42,96;7;300,69;0513  
Ciempozuelos;2020/05/14 09:00:00;16;65,06;238;967,79;0409  
Ajalvir;2020/05/14 09:00:00;;0;14;297,11;0029  
San Lorenzo de El Escorial;2020/05/14 09:00:00;11;59,88;140;762,15;1317  
Gascones;2020/05/14 09:00:00;;0;;0;0647  
San Martín de la Vega;2020/05/14 09:00:00;;26,08;90;469,48;1322  
Móstoles;2020/05/14 09:00:00;160;76,49;2090;999,12;0920  
Leganés;2020/05/14 09:00:00;71;37,4;2969;1563,78;0745  
Braojos;2020/05/14 09:00:00;;0;;975,61;0246  
Cubas de la Sagra;2020/05/14 09:00:00;;15,59;28;436,61;0506  
Algete;2020/05/14 09:00:00;;19,41;109;528,84;0091  
Mejorada del Campo;2020/05/14 09:00:00;;8,59;173;743,32;0843  
Loeches;2020/05/14 09:00:00;;11,38;49;557,39;0758  
Parla;2020/05/14 09:00:00;16;12,3;752;577,91;1065  
Fuentidueña de Tajo;2020/05/14 09:00:00;;48,71;18;876,77;0604  
Ambite;2020/05/14 09:00:00;;0;7;1182,43;0112  
Torremocha de Jarama;2020/05/14 09:00:00;;0;8;785,08;1533  
Anchuelo;2020/05/14 09:00:00;;0;7;550,75;0127  
Los Molinos;2020/05/14 09:00:00;;91,14;57;1298,7;0875  
Soto del Real;2020/05/14 09:00:00;;22,73;65;738,72;1441  
Valverde de Alcalá;2020/05/14 09:00:00;;0;8;1720,43;1662  
Fuente el Saz de Jarama;2020/05/14 09:00:00;;29,87;34;507,77;0590  
Horcajo de la Sierra-Aoslos;2020/05/14 09:00:00;;0;;2758,62;0702  
Valdeolmos-Alalpardo;2020/05/14 09:00:00;;0;11;265,96;1625  
Campo Real;2020/05/14 09:00:00;;16,1;24;386,47;0339  
Valdeavero;2020/05/14 09:00:00;;0;8;514,8;1564  
Villamanrique de Tajo;2020/05/14 09:00:00;;0;;568,99;1739  
Cobeña;2020/05/14 09:00:00;9;121,16;74;996,23;0416  
Fresnedillas de la Oliva;2020/05/14 09:00:00;;0;9;572,52;0565  
Valdilecha;2020/05/14 09:00:00;;0;18;613,71;1659  
El Berrueco;2020/05/14 09:00:00;;0;8;1052,63;0210  
Pezuela de las Torres;2020/05/14 09:00:00;;0;;237,53;1111  
Villar del Olmo;2020/05/14 09:00:00;;0;;198,91;1795  
Guadarrama;2020/05/14 09:00:00;15;93,56;215;1341,07;0685  
San Martín de Valdeiglesias;2020/05/14 09:00:00;;23,64;86;1016,67;1338  
Torrelodones;2020/05/14 09:00:00;21;88,54;343;1446,22;1527  
Boadilla del Monte;2020/05/14 09:00:00;44;80,63;348;637,71;0225  
Torrejón de Velasco;2020/05/14 09:00:00;;22,82;20;456,41;1505  
Villanueva de Perales;2020/05/14 09:00:00;;0;;319,9;1782  
Tielmes;2020/05/14 09:00:00;;37,74;33;1245,28;1467  
San Sebastián de los Reyes;2020/05/14 09:00:00;16;17,92;487;545,5;1343  
Guadalix de la Sierra;2020/05/14 09:00:00;12;193,11;50;804,63;0679  
Humanes de Madrid;2020/05/14 09:00:00;10;50,65;118;597,68;0730  
Chinchón;2020/05/14 09:00:00;;18,76;26;487,71;0528  
Cadalso de los Vidrios;2020/05/14 09:00:00;;0;8;263,24;0318  
Hoyo de Manzanares;2020/05/14 09:00:00;6;71,14;38;450,56;0724  
Torrejón de la Calzada;2020/05/14 09:00:00;;0;37;417,04;1492  
Estremera;2020/05/14 09:00:00;;0;9;714,29;0552  
Corpa;2020/05/14 09:00:00;;0;6;841,51;0480  
Meco;2020/05/14 09:00:00;;6,99;128;894,79;0838  
Madarcos;2020/05/14 09:00:00;;0;;0;0783  
Zarzalejo;2020/05/14 09:00:00;7;422,2;29;1749,1;1837  
Arganda del Rey;2020/05/14 09:00:00;13;23,47;346;624,67;0148  
Collado Mediano;2020/05/14 09:00:00;;14,37;32;459,9;0468  
Daganzo de Arriba;2020/05/14 09:00:00;;19,6;41;401,76;0534  
Manzanares El Real;2020/05/14 09:00:00;;56,56;43;486,43;0822  
Buitrago del Lozoya;2020/05/14 09:00:00;;0;15;796,18;0278  
Valdelaguna;2020/05/14 09:00:00;;0;;106,72;1570  
Valdepiélagos;2020/05/14 09:00:00;;0;;0;1631  
Casarrubuelos;2020/05/14 09:00:00;;0;11;291,16;0360  
Miraflores de la Sierra;2020/05/14 09:00:00;;16,37;36;589,39;0856  
Paracuellos de Jarama;2020/05/14 09:00:00;;3,96;71;280,98;1049  
El Vellón;2020/05/14 09:00:00;;0;13;663,94;1684  
Lozoya;2020/05/14 09:00:00;;0;;172,12;0761  
Collado Villalba;2020/05/14 09:00:00;32;50,25;497;780,48;0474  
Colmenarejo;2020/05/14 09:00:00;6;65,72;47;514,79;0442  
Villavieja del Lozoya;2020/05/14 09:00:00;;0;;0;1821  
Prádena del Rincón;2020/05/14 09:00:00;;0;;0;1179  
La Cabrera;2020/05/14 09:00:00;;0;11;412,45;0301  
Sevilla la Nueva;2020/05/14 09:00:00;7;75,12;130;1395,15;1415  
La Acebeda;2020/05/14 09:00:00;;0;;0;0014  
Redueña;2020/05/14 09:00:00;;0;;769,23;1219  
Robledillo de la Jara;2020/05/14 09:00:00;;0;;1250;1245  
La Serna del Monte;2020/05/14 09:00:00;;0;;0;1381  
Colmenar de Oreja;2020/05/14 09:00:00;;0;25;311,25;0437  
Rozas de Puerto Real;2020/05/14 09:00:00;;0;;566,04;1283  
Valdemanco;2020/05/14 09:00:00;;0;;109,41;1586  
Brunete;2020/05/14 09:00:00;39;363,26;113;1052,53;0262  
Titulcia;2020/05/14 09:00:00;;76,16;9;685,45;1473  
Villa del Prado;2020/05/14 09:00:00;;61,35;118;1809,82;1718  
Lozoyuela-Navas-Sieteiglesias;2020/05/14 09:00:00;;0;;230,95;9015  
Quijorna;2020/05/14 09:00:00;;0;22;639,72;1198  
